MUVBOX_ec45;;fasf
time;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z
0.0003399999999942338;0.03662109375;1.00390625;-0.04443359375;-0.34332275390625;-0.885009765625;-2.15911865234375
0.0006920000000008031;0.0390625;1.005859375;-0.0419921875;-0.05340576171875;0.885009765625;-0.55694580078125
0.001046999999999798;0.04443359375;1.00146484375;-0.04345703125;-0.00762939453125;0.823974609375;-1.62506103515625
0.003554999999991537;0.04248046875;1.00048828125;-0.041015625;-0.41961669921875;1.35040283203125;-0.74005126953125
0.0042619999999971014;0.04248046875;1.0068359375;-0.04443359375;0.2288818359375;-0.31280517578125;-1.02996826171875
0.004597000000003959;0.0390625;1.00390625;-0.04541015625;-0.55694580078125;-0.80108642578125;-0.9002685546875
0.004947999999998842;0.044921875;1.00439453125;-0.04638671875;-0.9307861328125;0.06866455078125;-1.31988525390625
0.005878999999993084;0.04296875;1.0048828125;-0.04541015625;0.25177001953125;1.129150390625;-1.7547607421875
0.006269000000003189;0.03857421875;1.00341796875;-0.04638671875;0.42724609375;0.23651123046875;-2.5482177734375
0.007043999999993389;0.0390625;1.0029296875;-0.04443359375;0.67138671875;-0.57220458984375;0.32806396484375
0.007397999999994909;0.03662109375;1.0029296875;-0.04833984375;0.75531005859375;1.0223388671875;-0.00762939453125
0.0077110000000004675;0.0380859375;1.0078125;-0.04345703125;-0.32806396484375;1.2054443359375;-0.579833984375
0.008359999999996148;0.04052734375;1.00341796875;-0.04248046875;-0.7781982421875;-0.96893310546875;-1.33514404296875
0.008713999999997668;0.0380859375;1.001953125;-0.04345703125;-0.22125244140625;0.55694580078125;-0.9002685546875
0.009080999999994788;0.03564453125;1.00390625;-0.044921875;0.64849853515625;0.55694580078125;-1.312255859375
0.009424999999993133;0.04248046875;1.005859375;-0.0517578125;-0.396728515625;-0.762939453125;-1.53350830078125
0.009774999999990541;0.041015625;1.005859375;-0.04296875;0.77056884765625;-0.1068115234375;-1.85394287109375
0.010123999999990474;0.04443359375;1.0;-0.04736328125;1.04522705078125;-1.6326904296875;-1.708984375
0.010474000000002093;0.03759765625;1.0078125;-0.04931640625;0.40435791015625;0.3204345703125;-1.4801025390625
0.010832999999990989;0.03955078125;1.00439453125;-0.048828125;0.54931640625;1.22833251953125;-1.2969970703125
0.011175999999991859;0.0390625;1.00927734375;-0.05029296875;0.48065185546875;0.4425048828125;-1.38092041015625
0.011523999999994317;0.03759765625;1.005859375;-0.046875;0.1068115234375;-0.08392333984375;-1.0223388671875
0.012266999999994255;0.03955078125;1.001953125;-0.048828125;0.41961669921875;0.2288818359375;-0.4119873046875
0.012594999999990364;0.04296875;0.99951171875;-0.0458984375;-0.08392333984375;0.4730224609375;-1.5716552734375
0.012947999999994408;0.04833984375;1.005859375;-0.0400390625;-0.28228759765625;0.90789794921875;0.98419189453125
0.013275999999990518;0.0419921875;1.00048828125;-0.041015625;-0.213623046875;0.1983642578125;-0.42724609375
0.013623999999992975;0.03515625;1.00732421875;-0.048828125;-0.11444091796875;-0.0152587890625;-0.84686279296875
0.013988999999995144;0.03076171875;1.00439453125;-0.04345703125;0.0152587890625;0.4730224609375;-1.30462646484375
0.014325999999996952;0.03857421875;1.0048828125;-0.0458984375;-0.67901611328125;1.708984375;-0.6866455078125
0.01467399999999941;0.0341796875;1.009765625;-0.04638671875;-0.31280517578125;0.06866455078125;-1.04522705078125
0.01504099999999653;0.04052734375;1.005859375;-0.04736328125;0.0457763671875;-1.1444091796875;0.26702880859375
0.015376000000003387;0.033203125;1.00341796875;-0.0419921875;0.2288818359375;-1.71661376953125;-1.91497802734375
0.015723999999991634;0.041015625;1.0078125;-0.04833984375;-0.396728515625;0.06866455078125;-0.49591064453125
0.01608099999999979;0.03955078125;1.00537109375;-0.04345703125;0.1983642578125;0.51116943359375;-1.38092041015625
0.01642400000000066;0.04296875;1.00537109375;-0.04296875;0.28228759765625;0.19073486328125;-0.701904296875
0.016774999999995543;0.0361328125;1.0029296875;-0.0439453125;-0.29754638671875;-0.18310546875;-0.6561279296875
0.017123999999995476;0.04443359375;1.0029296875;-0.046875;-1.30462646484375;-0.69427490234375;-1.129150390625
0.017473999999992884;0.04248046875;1.00390625;-0.04052734375;-1.44195556640625;-0.92315673828125;-1.15966796875
